system:index,B2,B3,B4,B8,NDVI,landcover,random,.geo
1_2_0_77,0.0582,0.061,0.0476,0.0369,-0.12662725,1,0.4230672457375091,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_80,0.05905,0.06005,0.04615,0.03645,-0.11743342,1,0.47454205474913225,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_81,0.06105,0.0585,0.04755,0.03615,-0.13620071,1,0.38342570910624496,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_82,0.06115,0.05925,0.04795,0.03685,-0.1308962,1,0.35594904981394226,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_85,0.0599,0.0625,0.04705,0.0363,-0.1289742,1,0.3576969487760834,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_87,0.0602,0.06185,0.04735,0.03735,-0.11806378,1,0.6747477686800101,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_88,0.0585,0.05935,0.04645,0.036,-0.12674351,1,0.6276118372907558,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_90,0.05935,0.0579,0.0467,0.03605,-0.12870093,1,0.6208667526480484,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_91,0.05965,0.05865,0.0462,0.03635,-0.119321615,1,0.39962722683421625,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_92,0.05965,0.0589,0.0461,0.0371,-0.10817312,1,0.3668900167904853,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_93,0.05925,0.05865,0.0468,0.0369,-0.11827958,1,0.4481949560317785,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_94,0.0598,0.0605,0.0473,0.03735,-0.11754283,1,0.6011121512998377,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_95,0.0609,0.06325,0.0479,0.0377,-0.11915885,1,0.17927459173557225,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_96,0.06,0.063,0.0477,0.0378,-0.11578947,1,0.0875849680010542,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_97,0.06,0.063,0.0477,0.0378,-0.11578947,1,0.31208941861847206,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_98,0.06135,0.0606,0.0485,0.0376,-0.126597,1,0.08790367515418374,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_100,0.06055,0.05975,0.0463,0.0374,-0.10633215,1,0.378855094818788,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_103,0.06,0.0587,0.04635,0.03535,-0.13463892,1,0.11426403798823781,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_105,0.059,0.06125,0.04745,0.0384,-0.10541639,1,0.5072558731818506,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_106,0.0614,0.0622,0.04725,0.038,-0.1085044,1,0.16129823448021874,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_107,0.0618,0.06345,0.049,0.03865,-0.11808329,1,0.33039141184652554,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_108,0.0618,0.06345,0.049,0.03865,-0.11808329,1,0.5023067128869337,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_109,0.061,0.0638,0.0485,0.03915,-0.10667429,1,0.024131114830172384,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_113,0.05795,0.0592,0.04685,0.03545,-0.1385176,1,0.571877462679274,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_114,0.05955,0.05955,0.04755,0.03645,-0.13214287,1,0.07089478069444632,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_115,0.059,0.05935,0.0457,0.03785,-0.0939557,1,0.6476207007374865,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_117,0.0607,0.0613,0.0468,0.03715,-0.11494937,1,0.0040202413458910735,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_119,0.06025,0.0617,0.048,0.03885,-0.105354086,1,0.058172833421295866,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0_120,0.0611,0.06155,0.0497,0.0399,-0.10937498,1,0.42498195785205173,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_1,0.0546,0.0548,0.0413,0.033,-0.111709274,2,0.5189441680937495,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_2,0.05535,0.05565,0.0408,0.0346,-0.082228124,2,0.24284671421689719,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_3,0.0565,0.05835,0.04425,0.04285,-0.016073495,2,0.6862936814944822,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_7,0.0607,0.06155,0.05485,0.09295,0.2577808,2,0.22605364742093503,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_8,0.07385,0.07375,0.07325,0.0929,0.118266605,2,0.34326554428917955,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_9,0.1073,0.1121,0.1219,0.1441,0.08345863,2,0.6990526474357824,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_12,0.05595,0.0552,0.04065,0.03255,-0.11065573,2,0.051035498192628204,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_13,0.05365,0.0544,0.04085,0.0336,-0.097380795,2,0.24872204674302445,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_14,0.05595,0.0543,0.0408,0.03575,-0.06596995,2,0.5726860165414196,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_15,0.05795,0.05675,0.04575,0.0544,0.08637045,2,0.23236962784680115,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_17,0.05715,0.0579,0.04755,0.0828,0.27042577,2,0.5104260734924095,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_18,0.0573,0.05765,0.0519,0.09045,0.27081138,2,0.2121901090141527,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_20,0.08885,0.09285,0.096,0.1125,0.07913667,2,0.5091806214248951,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_21,0.10545,0.1112,0.1173,0.1354,0.07162644,2,0.2995556339614087,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_22,0.1013,0.1026,0.1022,0.114,0.054579087,2,0.657698964557156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_23,0.07505,0.0728,0.07435,0.08635,0.07467332,2,0.02524839185804051,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_24,0.056,0.0537,0.0398,0.0325,-0.1009682,2,0.002371563525816578,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_25,0.05605,0.05555,0.03995,0.03475,-0.069611765,2,0.6373988512662832,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_27,0.05685,0.0576,0.04705,0.0701,0.19675632,2,0.6239061113598554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_28,0.05455,0.05735,0.04885,0.0925,0.30880794,2,0.5378252146034673,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_29,0.05455,0.05735,0.04885,0.0925,0.30880794,2,0.5680436648603673,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_30,0.0573,0.0565,0.05285,0.0838,0.22649105,2,0.3457393778910305,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_31,0.0727,0.0759,0.07465,0.09365,0.112893656,2,0.4990346837900088,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_32,0.0893,0.091,0.09665,0.1117,0.07223423,2,0.31337027663442596,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_33,0.0907,0.08965,0.0949,0.1108,0.07729704,2,0.10473188948388756,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_35,0.06855,0.06765,0.0648,0.0787,0.09686409,2,0.45299837371802054,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_37,0.05595,0.0544,0.0413,0.03975,-0.019124,2,0.1504560033780451,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_39,0.0567,0.0568,0.04885,0.085,0.27007845,2,0.43746435744954526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_41,0.0562,0.0558,0.0486,0.0805,0.24709527,2,0.45852019457227455,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_42,0.05845,0.05775,0.0578,0.0773,0.14433752,2,0.37018091590461644,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_43,0.09535,0.0973,0.0919,0.10595,0.07101339,2,0.12301916432081761,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_44,0.09815,0.09665,0.1039,0.1087,0.022577608,2,0.23130005179012436,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_45,0.06725,0.06725,0.0666,0.08545,0.123972364,2,0.6045148329035425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_46,0.06595,0.06575,0.06585,0.07845,0.08731812,2,0.37764886046928614,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_47,0.0652,0.06555,0.0638,0.0748,0.07936508,2,0.4652702653867532,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_48,0.0533,0.0556,0.04005,0.03685,-0.04161246,2,0.4507519028315181,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_49,0.05335,0.0554,0.0422,0.0511,0.09539123,2,0.34534956118898885,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_50,0.053,0.05775,0.0465,0.08625,0.29943502,2,0.41999697999545516,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_51,0.0537,0.05795,0.0493,0.0962,0.32233676,2,0.05535450817754184,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_52,0.0537,0.05795,0.0493,0.0962,0.32233676,2,0.5211789948457493,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_53,0.054,0.0567,0.0527,0.07435,0.17040533,2,0.49631499843877525,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_54,0.0589,0.05985,0.058,0.069,0.08661418,2,0.5834153159524761,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_57,0.06415,0.06275,0.0627,0.0792,0.11627904,2,0.28008582458171627,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_60,0.0541,0.0553,0.04135,0.043,0.019561373,2,0.4589118189351725,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_61,0.0535,0.05565,0.04425,0.0709,0.23143725,2,0.4411337578390825,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_62,0.05165,0.05535,0.04795,0.09545,0.33124128,2,0.2563438728542081,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_63,0.0533,0.05635,0.0483,0.0933,0.3177966,2,0.2635020306048421,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_64,0.0533,0.05635,0.0483,0.0933,0.3177966,2,0.44416103898543124,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_65,0.05495,0.0557,0.0521,0.0735,0.17038217,2,0.0112317550861748,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_67,0.0692,0.0679,0.06345,0.0687,0.039727576,2,0.24307458043271302,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_69,0.067,0.06285,0.06365,0.0729,0.06774076,2,0.42032634484013964,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_70,0.06255,0.06265,0.0588,0.0648,0.048543695,2,0.3532293023233505,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_71,0.06415,0.063,0.06165,0.0655,0.030279184,2,0.02402785396664997,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_72,0.0549,0.05795,0.04355,0.0651,0.1983433,2,0.22697586124371838,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_73,0.05445,0.0591,0.0455,0.0951,0.35277385,2,0.34972386364934227,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_74,0.05415,0.05715,0.0486,0.094,0.31837305,2,0.5981356090124352,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_75,0.05715,0.0547,0.0533,0.07835,0.19027725,2,0.12467688924504905,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_77,0.06195,0.0623,0.05995,0.0691,0.070902735,2,0.061818821711559946,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_78,0.05655,0.05835,0.0574,0.0655,0.06590724,2,0.24071843194499998,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_80,0.0711,0.07025,0.0654,0.0702,0.03539828,2,0.11846503272313635,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_81,0.07205,0.0729,0.0684,0.0729,0.031847093,2,0.5109810092144792,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_82,0.06295,0.06025,0.05525,0.06595,0.088283814,2,0.297587398574646,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_83,0.0658,0.0625,0.06025,0.0628,0.020723272,2,0.6351728906889624,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_84,0.0523,0.0606,0.0458,0.09855,0.36543125,2,0.44642613404200493,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_87,0.0575,0.05915,0.05085,0.08885,0.27201146,2,0.5808455817960292,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_88,0.06525,0.0678,0.06365,0.07105,0.05493694,2,0.36259290901156627,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_89,0.07115,0.06915,0.06495,0.0732,0.059717737,2,0.07474015571488757,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_90,0.0706,0.0683,0.0636,0.0721,0.062638134,2,0.43043853900908813,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_91,0.06985,0.06995,0.0631,0.069,0.0446631,2,0.47858384777166696,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_93,0.07445,0.07375,0.06825,0.0749,0.046454772,2,0.5712160263736187,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_97,0.05245,0.0574,0.04825,0.09955,0.34709066,2,0.19171389801451255,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_98,0.0585,0.0574,0.05425,0.0789,0.18512958,2,0.143724648589158,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_99,0.0585,0.0574,0.05425,0.0789,0.18512958,2,0.19765967992702216,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_100,0.06995,0.06975,0.06385,0.0728,0.06549581,2,0.5408057079433713,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_103,0.0697,0.0685,0.06225,0.069,0.051428564,2,0.20947029427493014,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_104,0.0707,0.06825,0.0639,0.07175,0.05786951,2,0.2016619790992129,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_106,0.0583,0.0564,0.0574,0.06135,0.033263158,2,0.32847744937811074,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_107,0.0602,0.05875,0.0558,0.05985,0.03501947,2,0.00955301631299843,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_108,0.05405,0.0569,0.04655,0.1033,0.37871206,2,0.39069986689587966,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_109,0.0571,0.05895,0.0488,0.08875,0.29043984,2,0.20225425617518578,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_110,0.0592,0.0581,0.0551,0.06715,0.09856847,2,0.36299075038874806,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_111,0.0592,0.0581,0.0551,0.06715,0.09856847,2,0.669494686017073,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_112,0.07095,0.07,0.06425,0.06855,0.032379504,2,0.3069927767300119,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_113,0.0697,0.0673,0.062,0.06465,0.020923808,2,0.33810343762847916,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_115,0.0689,0.06695,0.06115,0.0647,0.028208189,2,0.3682026402401044,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_116,0.069,0.0678,0.0622,0.0644,0.017377596,2,0.2609916339584841,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_117,0.06835,0.0663,0.0608,0.06785,0.054799844,2,0.5958120367767679,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_118,0.0611,0.0588,0.05605,0.05905,0.026064312,2,0.14670366714818206,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_119,0.06,0.0584,0.0555,0.05825,0.024175808,2,0.13765421110055276,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_120,0.05375,0.05525,0.0479,0.09445,0.3270109,2,0.36540753833865136,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_122,0.05905,0.0575,0.0532,0.05995,0.059655346,2,0.6191767636727813,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_123,0.05905,0.0575,0.0532,0.05995,0.059655346,2,0.48026439623792205,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_124,0.06095,0.06095,0.0561,0.0603,0.036082476,2,0.6414728013302554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_125,0.0647,0.06205,0.0571,0.0619,0.04033613,2,0.20853000781546893,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_126,0.0668,0.0622,0.0587,0.0621,0.02814571,2,0.6357523136167215,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_129,0.06255,0.061,0.0559,0.06005,0.035791285,2,0.46648048526983943,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_130,0.06185,0.05925,0.05485,0.0592,0.038141157,2,0.3948442698250051,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_131,0.0605,0.0588,0.05495,0.05935,0.03849519,2,0.21428055554801395,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_132,0.055,0.05695,0.04985,0.08535,0.262574,2,0.39607297519309104,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_133,0.05715,0.05545,0.0509,0.0624,0.101500414,2,0.6189059109502221,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_134,0.05715,0.05545,0.0509,0.0624,0.101500414,2,0.5226692547163032,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_135,0.06,0.05745,0.05215,0.0562,0.037378877,2,0.07133295942175677,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_136,0.0634,0.0588,0.0541,0.0572,0.027852654,2,0.005682936316588338,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_137,0.06405,0.06255,0.0568,0.0599,0.026563842,2,0.08178512577542663,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_139,0.06395,0.06195,0.0574,0.0608,0.02876482,2,0.47900827137580926,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_140,0.06185,0.059,0.05525,0.05735,0.018650074,2,0.19034607779816048,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_141,0.0602,0.0593,0.05565,0.05835,0.023684219,2,0.536701286162595,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_142,0.06005,0.0572,0.05355,0.05755,0.036003575,2,0.246155632362685,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_143,0.05985,0.05865,0.05455,0.05765,0.027629236,2,0.5771549023853001,"{""type"":""MultiPoint"",""coordinates"":[]}"
